host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,prediction
3.0,18,10,37.78506057948535,-122.46392924694695,0,0,2.0,1.0,1.0,2.0,0,30.0,6.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0,172.25222036422593
1.0,1,1,37.7399008661694,-122.41746104469496,0,0,4.0,1.0,2.0,3.0,0,2.0,89.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,185.0,231.21022730269925
3.0,7,6,37.756663211473644,-122.43607225183206,1,0,6.0,3.0,3.0,4.0,0,2.0,30.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,600.0,290.16823424117257
1.0,31,25,37.717401758350064,-122.46942547527502,1,1,2.0,1.0,1.0,1.0,0,1.0,24.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,172.25222036422593
8.0,29,21,37.74618170275872,-122.48955453611792,0,0,5.0,1.0,0.0,3.0,0,1.0,135.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,95.0,113.2942134257526
1.0,2,0,37.77362983628423,-122.44656752449144,6,1,3.0,1.0,1.0,2.0,0,2.0,96.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,109.0,172.25222036422593
2.0,3,13,37.71868622113679,-122.44657843988328,1,0,5.0,1.0,2.0,4.0,0,2.0,16.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0,231.21022730269925
1.0,32,25,37.71347710720258,-122.4835889541159,2,1,2.0,1.0,1.0,1.0,0,30.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,172.25222036422593
1.0,17,11,37.79994973164673,-122.42270517710143,0,0,6.0,2.0,2.0,3.0,0,3.0,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,399.0,231.21022730269925
1.0,33,26,37.70570916663547,-122.43573742711479,0,0,8.0,2.0,3.0,4.0,0,2.0,128.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0,290.16823424117257
3.0,10,9,37.805077463755325,-122.41294336233776,17,1,3.0,1.0,1.0,2.0,0,1.0,12.0,90.0,9.0,9.0,9.0,10.0,10.0,9.0,159.0,172.25222036422593
2.0,13,7,37.734273437793576,-122.43625426321394,1,0,4.0,1.0,2.0,0.0,0,2.0,3.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,300.0,231.21022730269925
116.0,6,11,37.78946490262505,-122.41299710711776,18,1,4.0,1.0,1.0,2.0,0,2.0,31.0,94.0,10.0,10.0,9.0,10.0,10.0,9.0,256.0,172.25222036422593
1.0,4,1,37.762303905619376,-122.4081342285855,0,0,6.0,1.0,2.0,3.0,0,30.0,47.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,199.0,231.21022730269925
1.0,0,3,37.78552050597182,-122.44537758004515,10,0,4.0,1.5,1.0,1.0,0,31.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,172.25222036422593
1.0,26,18,37.80065641650522,-122.4403197648514,0,0,2.0,1.0,1.0,1.0,0,1.0,2.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,172.25222036422593
1.0,17,11,37.80657914137312,-122.42209138173936,0,0,6.0,2.0,2.0,2.0,0,2.0,5.0,96.0,10.0,10.0,10.0,9.0,10.0,10.0,850.0,231.21022730269925
4.0,15,12,37.777161269648964,-122.40931485174109,1,1,2.0,1.0,1.0,1.0,0,1.0,51.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,90.0,172.25222036422593
7.0,24,16,37.79418392439699,-122.40581857848669,8,2,1.0,1.0,1.0,1.0,0,30.0,6.0,100.0,9.0,9.0,10.0,10.0,9.0,9.0,29.0,172.25222036422593
3.0,17,18,37.79665736512125,-122.42316290403141,1,0,4.0,1.0,1.0,2.0,0,30.0,39.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,269.0,172.25222036422593
3.0,9,8,37.78002044650407,-122.50384588206316,1,1,2.0,1.0,1.0,1.0,0,3.0,44.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,79.0,172.25222036422593
1.0,23,15,37.734824405591596,-122.39578333501787,0,0,2.0,1.0,1.0,1.0,0,2.0,73.0,92.0,9.0,10.0,10.0,10.0,8.0,9.0,115.0,172.25222036422593
4.0,10,9,37.79923315658322,-122.40541496694176,0,0,4.0,1.0,2.0,2.0,0,3.0,36.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,298.0,231.21022730269925
2.0,29,17,37.758416683608935,-122.50696143076122,1,0,7.0,2.0,3.0,3.0,0,3.0,36.0,93.0,10.0,9.0,9.0,9.0,9.0,9.0,345.0,290.16823424117257
2.0,19,13,37.725465749584174,-122.43210617088506,5,0,3.0,1.0,1.0,2.0,0,7.0,58.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,172.25222036422593
1.0,9,8,37.77580337158553,-122.497723327997,0,0,4.0,1.0,1.0,2.0,0,2.0,75.0,89.0,9.0,9.0,10.0,9.0,9.0,9.0,105.0,172.25222036422593
7.0,17,9,37.80224853156914,-122.4140275822072,0,1,3.0,1.5,1.0,1.0,0,30.0,105.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,82.0,172.25222036422593
1.0,27,21,37.73906812920781,-122.47727320599905,1,0,4.0,1.0,1.0,2.0,0,3.0,64.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,140.0,172.25222036422593
5.0,7,6,37.76232363057019,-122.43737086838041,1,0,4.0,1.0,1.0,2.0,0,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,425.0,172.25222036422593
1.0,5,4,37.75922906085962,-122.39716943682464,1,0,8.0,1.5,4.0,5.0,0,3.0,11.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,600.0,349.1262411796459
5.0,7,6,37.75940723408171,-122.43362885017149,0,1,2.0,1.5,1.0,1.0,0,2.0,20.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,109.0,172.25222036422593
1.0,4,1,37.751768012641584,-122.41543440240616,0,0,2.0,1.0,0.0,1.0,0,3.0,77.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0,113.2942134257526
1.0,8,7,37.74187613051245,-122.43121541816403,1,1,2.0,1.0,1.0,1.0,0,5.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,172.25222036422593
32.0,24,16,37.79215849243079,-122.40649631459007,0,0,2.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0,172.25222036422593
2.0,8,7,37.745388106481926,-122.43045950466845,1,1,2.0,0.0,1.0,1.0,0,1.0,193.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,72.0,172.25222036422593
4.0,3,2,37.73237333929401,-122.45032211763916,1,1,1.0,2.0,1.0,1.0,0,4.0,15.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,45.0,172.25222036422593
2.0,8,6,37.75355799254749,-122.44222984226856,1,1,2.0,1.0,1.0,1.0,0,21.0,6.0,90.0,10.0,9.0,9.0,9.0,8.0,8.0,109.0,172.25222036422593
1.0,18,10,37.77966283662846,-122.46662471954458,0,0,4.0,1.0,1.0,2.0,0,30.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,118.0,172.25222036422593
1.0,4,1,37.75675318587342,-122.42466552511976,0,1,2.0,1.0,1.0,1.0,0,1.0,104.0,87.0,9.0,8.0,10.0,10.0,10.0,9.0,104.0,172.25222036422593
2.0,8,6,37.751360776457794,-122.42937148717286,0,0,2.0,1.0,1.0,1.0,0,30.0,5.0,88.0,9.0,10.0,10.0,10.0,10.0,8.0,201.0,172.25222036422593
8.0,18,10,37.785336798439225,-122.46292461801674,1,1,2.0,1.5,1.0,1.0,0,30.0,22.0,84.0,9.0,7.0,10.0,9.0,9.0,9.0,59.0,172.25222036422593
8.0,18,10,37.78385615426425,-122.46274864004712,1,1,2.0,1.5,1.0,1.0,0,30.0,13.0,69.0,9.0,7.0,9.0,9.0,9.0,7.0,59.0,172.25222036422593
8.0,18,10,37.785548663953854,-122.46300015894728,1,1,1.0,1.5,1.0,1.0,0,30.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,39.0,172.25222036422593
1.0,7,6,37.75800286904797,-122.4299069873983,1,1,2.0,1.5,1.0,1.0,0,2.0,19.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,172.25222036422593
3.0,9,8,37.775264811453816,-122.48875312647272,1,1,2.0,1.0,1.0,1.0,0,1.0,49.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0,172.25222036422593
1.0,0,0,37.775889744238256,-122.43274486005598,1,0,5.0,1.0,2.0,2.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,231.21022730269925
7.0,6,5,37.78754830967122,-122.4096229410295,0,1,2.0,1.0,1.0,1.0,0,1.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,209.0,172.25222036422593
1.0,16,11,37.79360311921742,-122.4267302313537,0,0,4.0,1.0,1.0,2.0,0,5.0,9.0,93.0,10.0,10.0,9.0,9.0,10.0,9.0,199.0,172.25222036422593
1.0,16,18,37.796829321662294,-122.42575610058478,13,0,4.0,1.0,1.0,2.0,0,4.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,500.0,172.25222036422593
5.0,19,22,37.725640368902226,-122.41981580214028,1,0,6.0,2.0,3.0,3.0,0,1.0,21.0,85.0,9.0,7.0,9.0,9.0,9.0,9.0,206.0,290.16823424117257
2.0,15,1,37.7745910765035,-122.41868436866292,1,1,2.0,2.0,1.0,1.0,0,4.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,172.25222036422593
2.0,27,21,37.734862128435225,-122.49566312294128,1,1,3.0,1.0,1.0,1.0,0,1.0,181.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,172.25222036422593
3.0,15,4,37.77348133173275,-122.40025790881651,12,1,4.0,1.0,1.0,2.0,0,1.0,34.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,189.0,172.25222036422593
1.0,3,2,37.73367628662128,-122.44614220593115,1,0,2.0,1.0,1.0,1.0,0,2.0,117.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,172.25222036422593
2.0,4,1,37.760668525859415,-122.4212199481682,6,1,2.0,1.0,1.0,1.0,0,2.0,41.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,172.25222036422593
3.0,27,21,37.745630307258146,-122.47155610970007,0,1,2.0,1.0,1.0,1.0,0,2.0,64.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0,172.25222036422593
1.0,27,21,37.73934548487652,-122.49681114691677,0,0,4.0,1.0,2.0,2.0,0,2.0,66.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,231.21022730269925
1.0,10,14,37.80436751664644,-122.40589080038748,6,0,2.0,1.0,0.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,113.2942134257526
1.0,25,17,37.75890329850647,-122.46597785627858,0,0,4.0,2.0,2.0,2.0,0,2.0,72.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,231.21022730269925
1.0,1,1,37.74679437172539,-122.40495235262587,1,0,8.0,3.0,4.0,0.0,0,2.0,22.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0,349.1262411796459
3.0,0,3,37.78881143674971,-122.42940864885009,1,1,2.0,1.5,1.0,2.0,0,2.0,60.0,94.0,9.0,9.0,10.0,9.0,10.0,9.0,105.0,172.25222036422593
1.0,2,0,37.77096664878946,-122.44161991320831,0,0,6.0,1.0,1.0,3.0,0,30.0,26.0,91.0,10.0,9.0,9.0,9.0,10.0,9.0,118.0,172.25222036422593
1.0,29,17,37.753708254474,-122.48778060052268,1,1,3.0,1.0,1.0,1.0,0,2.0,102.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,99.0,172.25222036422593
4.0,16,3,37.794184526720535,-122.43164545388396,0,0,4.0,1.0,1.0,3.0,0,3.0,39.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,291.0,172.25222036422593
1.0,15,19,37.775168113505536,-122.393028881375,6,0,6.0,3.0,3.0,3.0,0,30.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0,290.16823424117257
1.0,2,0,37.7661720019665,-122.44565944343952,0,0,4.0,1.0,1.0,2.0,0,30.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,159.0,172.25222036422593
1.0,8,1,37.75545038481085,-122.42681317039568,0,0,4.0,1.0,1.0,1.0,0,30.0,15.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0,172.25222036422593
75.0,6,5,37.78694261181622,-122.40964301925405,6,0,4.0,1.0,0.0,2.0,0,1.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0,113.2942134257526
9.0,8,6,37.751457022401425,-122.43738243574494,0,0,10.0,2.5,4.0,6.0,0,3.0,11.0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,475.0,349.1262411796459
36.0,6,5,37.787522704072906,-122.40958363155669,0,0,4.0,1.0,0.0,2.0,0,1.0,33.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0,113.2942134257526
1.0,4,1,37.75112586456496,-122.42306469440855,0,0,4.0,1.0,2.0,3.0,0,2.0,86.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0,231.21022730269925
1.0,22,2,37.745707464500065,-122.45691474536119,1,0,8.0,1.0,3.0,6.0,0,2.0,3.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,600.0,290.16823424117257
1.0,15,12,37.77280583526456,-122.40449925736056,12,0,6.0,2.0,2.0,3.0,0,1.0,120.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,499.0,231.21022730269925
1.0,7,6,37.76287580557013,-122.44186369503996,0,1,2.0,1.0,1.0,1.0,0,30.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,172.25222036422593
1.0,10,9,37.79848834091897,-122.4069896599793,0,1,2.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,92.0,172.25222036422593
1.0,3,7,37.73100211473316,-122.44247696110172,1,0,4.0,2.0,2.0,2.0,0,30.0,17.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,235.0,231.21022730269925
1.0,18,10,37.776249631177976,-122.46464266074024,1,0,10.0,2.0,4.0,7.0,0,3.0,5.0,88.0,9.0,9.0,10.0,10.0,8.0,9.0,795.0,349.1262411796459
1.0,4,1,37.753218074309785,-122.41386406258495,0,0,2.0,1.0,1.0,1.0,0,3.0,65.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,172.25222036422593
1.0,29,17,37.75370217384451,-122.48253790583851,1,1,3.0,1.0,1.0,3.0,0,2.0,52.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0,172.25222036422593
1.0,8,6,37.75388119136906,-122.43228711815621,5,0,2.0,1.0,1.0,1.0,0,3.0,50.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,230.0,172.25222036422593
3.0,3,13,37.71993700341653,-122.44415608466262,1,1,2.0,1.0,1.0,1.0,0,2.0,47.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,63.0,172.25222036422593
3.0,9,8,37.77607980952465,-122.48179789285557,1,1,1.0,1.0,1.0,1.0,0,2.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,172.25222036422593
1.0,4,1,37.76098575068275,-122.4218298319614,0,0,2.0,1.0,1.0,1.0,0,30.0,175.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,172.25222036422593
2.0,23,15,37.71655661939901,-122.38993106134883,1,1,4.0,1.0,1.0,2.0,0,1.0,36.0,95.0,9.0,9.0,10.0,10.0,9.0,9.0,99.0,172.25222036422593
1.0,1,13,37.73571332293996,-122.42679510615878,0,0,4.0,1.0,1.0,2.0,0,1.0,34.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,172.25222036422593
2.0,8,6,37.74917747080115,-122.43675193809948,0,0,4.0,1.0,1.0,1.0,0,1.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,148.0,172.25222036422593
1.0,27,21,37.74432696943346,-122.4780429736593,1,0,4.0,1.0,2.0,2.0,0,1.0,67.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,231.21022730269925
11.0,24,16,37.79152502340709,-122.40660661410259,14,0,2.0,1.0,0.0,1.0,0,2.0,42.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,95.0,113.2942134257526
1.0,3,7,37.72872001406447,-122.4405979965043,0,0,2.0,1.0,1.0,1.0,0,30.0,46.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0,172.25222036422593
116.0,6,11,37.78919514706868,-122.41341975152172,18,1,6.0,2.0,2.0,3.0,0,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,540.0,231.21022730269925
2.0,0,5,37.77531388738043,-122.42899562263679,1,1,2.0,1.0,2.0,2.0,0,3.0,34.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,100.0,231.21022730269925
2.0,7,6,37.75798046725265,-122.44174888801436,0,0,4.0,1.0,2.0,2.0,0,30.0,54.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,329.0,231.21022730269925
6.0,23,15,37.728642039063885,-122.38786212408529,1,1,5.0,2.0,1.0,3.0,0,2.0,122.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,140.0,172.25222036422593
2.0,12,11,37.789422454603645,-122.41649301936464,0,0,2.0,1.0,1.0,1.0,0,30.0,26.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,172.25222036422593
2.0,2,0,37.766596610310295,-122.4510759266049,6,0,2.0,1.0,1.0,1.0,0,2.0,55.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,172.25222036422593
2.0,19,13,37.71897985952886,-122.43174378164976,1,0,2.0,1.0,1.0,1.0,0,7.0,14.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0,172.25222036422593
1.0,22,2,37.737469286372,-122.45491502650968,1,1,2.0,1.0,1.0,2.0,0,1.0,31.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,90.0,172.25222036422593
116.0,6,11,37.78841006632928,-122.41245383910469,18,1,4.0,1.0,1.0,2.0,0,2.0,25.0,88.0,9.0,10.0,9.0,9.0,9.0,9.0,256.0,172.25222036422593
2.0,4,1,37.749461512033335,-122.40916943727592,1,0,4.0,2.0,2.0,2.0,0,2.0,41.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,295.0,231.21022730269925
1.0,0,3,37.78526169226879,-122.44256502317958,1,0,6.0,1.5,3.0,4.0,0,3.0,33.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,180.0,290.16823424117257
6.0,23,15,37.72828005754933,-122.389741005989,1,1,5.0,2.0,2.0,3.0,1,2.0,114.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,200.0,231.21022730269925
1.0,26,18,37.797243089599384,-122.4319386879292,0,0,2.0,1.0,1.0,2.0,0,3.0,20.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,172.25222036422593
2.0,15,4,37.782583873800114,-122.39508600658304,22,1,4.0,2.0,2.0,4.0,0,1.0,29.0,83.0,9.0,8.0,9.0,10.0,9.0,8.0,112.0,231.21022730269925
1.0,29,21,37.74831585232403,-122.4990431570558,1,1,2.0,1.0,1.0,1.0,0,1.0,15.0,88.0,9.0,10.0,10.0,9.0,9.0,8.0,69.0,172.25222036422593
6.0,19,22,37.72643930733857,-122.41875022538356,1,0,4.0,1.0,1.0,2.0,0,30.0,68.0,89.0,9.0,9.0,10.0,9.0,9.0,9.0,149.0,172.25222036422593
1.0,8,7,37.743954394769176,-122.43252511289205,1,0,5.0,1.0,2.0,3.0,0,2.0,3.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,225.0,231.21022730269925
3.0,0,3,37.78158432428077,-122.44033160145862,6,1,2.0,1.5,1.0,1.0,0,3.0,32.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,172.25222036422593
1.0,29,17,37.75509684176681,-122.50936476530724,1,0,4.0,1.0,2.0,3.0,0,3.0,21.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,285.0,231.21022730269925
8.0,5,4,37.759333724244215,-122.40367156059408,1,1,2.0,2.0,1.0,1.0,0,3.0,265.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,172.25222036422593
6.0,19,22,37.72590438518557,-122.41848637332545,1,1,2.0,1.0,1.0,1.0,0,30.0,50.0,84.0,9.0,9.0,9.0,9.0,8.0,9.0,43.0,172.25222036422593
3.0,3,13,37.711267116740025,-122.44895004721451,6,1,1.0,1.0,1.0,1.0,0,5.0,11.0,94.0,9.0,10.0,9.0,9.0,8.0,9.0,55.0,172.25222036422593
2.0,4,1,37.748034290646075,-122.42457597883127,0,0,4.0,1.0,2.0,2.0,0,6.0,2.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,219.0,231.21022730269925
4.0,4,12,37.7649530578097,-122.4228439183102,0,1,2.0,1.0,1.0,1.0,0,1.0,104.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,110.0,172.25222036422593
5.0,3,13,37.71314295517481,-122.44600946945957,0,0,4.0,1.0,2.0,2.0,0,3.0,27.0,87.0,9.0,9.0,10.0,10.0,8.0,9.0,199.0,231.21022730269925
2.0,14,7,37.75433658463663,-122.44325710102318,1,0,3.0,1.0,1.0,2.0,0,1.0,45.0,93.0,9.0,10.0,10.0,9.0,9.0,9.0,259.0,172.25222036422593
1.0,29,17,37.76160181396772,-122.49496169624399,0,0,5.0,1.5,2.0,2.0,0,1.0,88.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,189.0,231.21022730269925
3.0,4,12,37.766675377697894,-122.41703248608896,0,1,2.0,2.0,1.0,1.0,0,2.0,97.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,105.0,172.25222036422593
1.0,16,3,37.793214441279716,-122.43256993695788,0,0,2.0,1.0,1.0,1.0,0,1.0,18.0,99.0,10.0,10.0,10.0,9.0,10.0,9.0,285.0,172.25222036422593
1.0,18,10,37.77746497250137,-122.44772632561113,6,1,2.0,1.5,1.0,1.0,0,1.0,81.0,95.0,10.0,9.0,10.0,10.0,9.0,10.0,77.0,172.25222036422593
1.0,4,1,37.75241456083106,-122.41126121345077,1,0,6.0,3.0,3.0,3.0,0,30.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0,290.16823424117257
1.0,27,21,37.743491984673916,-122.50730101639441,1,1,2.0,1.0,1.0,2.0,0,1.0,27.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,60.0,172.25222036422593
1.0,25,17,37.75848941419197,-122.47022712713438,3,0,2.0,1.0,0.0,1.0,0,2.0,94.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,113.2942134257526
1.0,18,10,37.77678453994651,-122.46126304099413,0,1,2.0,1.0,1.0,1.0,0,2.0,53.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0,172.25222036422593
1.0,31,13,37.71600079160604,-122.45424627987278,1,0,5.0,1.5,4.0,4.0,0,3.0,15.0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,195.0,349.1262411796459
3.0,16,3,37.793559346979976,-122.43017491019505,4,0,2.0,1.0,1.0,1.0,0,1.0,22.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,239.0,172.25222036422593
1.0,15,4,37.779442229282786,-122.39264626646705,12,1,2.0,2.0,1.0,1.0,0,1.0,99.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0,172.25222036422593
1.0,17,11,37.796775398870686,-122.42006480798356,13,0,5.0,1.0,1.0,3.0,0,3.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,192.0,172.25222036422593
2.0,34,7,37.74531234823821,-122.44343830542871,6,0,6.0,2.0,3.0,3.0,0,7.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,290.16823424117257
1.0,1,1,37.743751246877366,-122.41867568208157,0,1,2.0,1.0,1.0,1.0,0,4.0,42.0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,50.0,172.25222036422593
1.0,21,23,37.789514360646905,-122.39305614217906,6,0,2.0,1.0,0.0,1.0,0,30.0,63.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,400.0,113.2942134257526
2.0,8,7,37.74489588289044,-122.4306650075254,1,0,4.0,1.0,2.0,2.0,0,3.0,17.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0,231.21022730269925
2.0,22,2,37.73936475869499,-122.45944689865853,10,0,3.0,1.0,1.0,2.0,0,3.0,37.0,93.0,9.0,10.0,10.0,10.0,9.0,9.0,135.0,172.25222036422593
1.0,2,0,37.77491545710221,-122.44027012206557,6,1,1.0,1.0,1.0,1.0,0,1.0,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,172.25222036422593
3.0,10,9,37.80155753889017,-122.41007536495621,1,1,1.0,2.0,1.0,1.0,0,31.0,6.0,97.0,8.0,10.0,10.0,10.0,10.0,9.0,80.0,172.25222036422593
3.0,10,9,37.8012179341127,-122.40844118825544,1,1,1.0,2.0,1.0,1.0,0,31.0,10.0,94.0,9.0,9.0,9.0,9.0,10.0,8.0,80.0,172.25222036422593
1.0,7,6,37.76297967565378,-122.43136441227804,0,0,2.0,1.0,1.0,1.0,0,30.0,128.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,172.25222036422593
1.0,0,3,37.780285710985616,-122.43447374933164,0,0,2.0,1.0,0.0,2.0,0,4.0,40.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,113.2942134257526
35.0,6,11,37.78806152855513,-122.41372659114955,6,0,4.0,1.0,1.0,2.0,0,3.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,599.0,172.25222036422593
5.0,9,8,37.78547082932456,-122.47922122018619,0,0,6.0,1.5,3.0,5.0,0,30.0,5.0,80.0,8.0,9.0,8.0,9.0,10.0,8.0,175.0,290.16823424117257
3.0,2,0,37.76853262427493,-122.44825752785923,0,1,6.0,2.0,3.0,5.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0,290.16823424117257
1.0,4,1,37.759585813647796,-122.41000109683405,1,0,2.0,1.0,1.0,1.0,0,2.0,14.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,185.0,172.25222036422593
1.0,1,1,37.74650869822259,-122.4103159446003,1,0,6.0,3.5,3.0,3.0,0,4.0,4.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,450.0,290.16823424117257
6.0,4,1,37.75917543574546,-122.4082492739801,0,1,1.0,1.5,1.0,1.0,0,31.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,58.0,172.25222036422593
3.0,7,6,37.76303440099479,-122.42780780360391,1,0,2.0,1.0,0.0,1.0,0,2.0,23.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,113.2942134257526
1.0,8,7,37.74472431318677,-122.43698791604015,1,1,2.0,1.0,1.0,1.0,0,2.0,465.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0,172.25222036422593
